22,10,13,15,3,56,0
22,10,13,15,3,56,20
22,10,13,15,3,56,40
22,10,13,15,3,56,63
22,10,13,15,3,56,80
22,10,13,15,3,57,0
22,10,13,15,3,57,20
22,10,13,15,3,57,40
22,10,13,15,3,57,60
22,10,13,15,3,57,83
22,10,13,15,3,57,99
22,10,13,15,3,58,19
22,10,13,15,3,58,39
22,10,13,15,3,58,59
22,10,13,15,3,58,79
22,10,13,15,3,59,3
22,10,13,15,3,59,19
22,10,13,15,3,59,39
22,10,13,15,3,59,59
22,10,13,15,3,59,79
22,10,13,15,3,59,99
22,10,13,15,4,0,22
22,10,13,15,4,0,39
22,10,13,15,4,0,59
22,10,13,15,4,0,79
22,10,13,15,4,0,99
22,10,13,15,4,1,19
22,10,13,15,4,1,42
22,10,13,15,4,1,59
22,10,13,15,4,1,79
22,10,13,15,4,1,99
22,10,13,15,4,2,19
22,10,13,15,4,2,39
22,10,13,15,4,2,62
22,10,13,15,4,2,78
22,10,13,15,4,2,98
22,10,13,15,4,3,18
22,10,13,15,4,3,38
22,10,13,15,4,3,58
22,10,13,15,4,3,82
22,10,13,15,4,3,99
22,10,13,15,4,4,19
22,10,13,15,4,4,39
22,10,13,15,4,4,59
22,10,13,15,4,4,79
22,10,13,15,4,5,2
22,10,13,15,4,5,19
22,10,13,15,4,5,39
22,10,13,15,4,5,59
22,10,13,15,4,5,79
22,10,13,15,4,5,99
22,10,13,15,4,6,22
22,10,13,15,4,6,38
22,10,13,15,4,6,58
22,10,13,15,4,6,78
22,10,13,15,4,6,98
22,10,13,15,4,7,18
22,10,13,15,4,7,41
22,10,13,15,4,7,57
22,10,13,15,4,7,77
22,10,13,15,4,7,97
22,10,13,15,4,8,17
22,10,13,15,4,8,37
22,10,13,15,4,8,61
22,10,13,15,4,8,77
22,10,13,15,4,8,97
22,10,13,15,4,9,17
22,10,13,15,4,9,37
22,10,13,15,4,9,57
22,10,13,15,4,9,80
22,10,13,15,4,9,97
22,10,13,15,4,10,17
22,10,13,15,4,10,37
22,10,13,15,4,10,57
22,10,13,15,4,10,77
22,10,13,15,4,11,0
22,10,13,15,4,11,17
22,10,13,15,4,11,37
22,10,13,15,4,11,57
22,10,13,15,4,11,77
22,10,13,15,4,11,97
22,10,13,15,4,12,20
22,10,13,15,4,12,37
22,10,13,15,4,12,56
22,10,13,15,4,12,76
22,10,13,15,4,12,96
22,10,13,15,4,13,16
22,10,13,15,4,13,40
22,10,13,15,4,13,56
22,10,13,15,4,13,76
22,10,13,15,4,13,96
22,10,13,15,4,14,16
22,10,13,15,4,14,36
22,10,13,15,4,14,59
22,10,13,15,4,14,76
22,10,13,15,4,14,96
22,10,13,15,4,15,16
22,10,13,15,4,15,36
22,10,13,15,4,15,56
22,10,13,15,4,15,79
22,10,13,15,4,15,96
22,10,13,15,4,16,16
22,10,13,15,4,16,36
22,10,13,15,4,16,56
22,10,13,15,4,16,76
22,10,13,15,4,16,99
22,10,13,15,4,17,15
22,10,13,15,4,17,35
22,10,13,15,4,17,55
22,10,13,15,4,17,75
22,10,13,15,4,17,95
22,10,13,15,4,18,19
22,10,13,15,4,18,35
22,10,13,15,4,18,55
22,10,13,15,4,18,75
22,10,13,15,4,18,95
22,10,13,15,4,19,15
22,10,13,15,4,19,38
22,10,13,15,4,19,55
22,10,13,15,4,19,75
22,10,13,15,4,19,95
22,10,13,15,4,20,15
22,10,13,15,4,20,35
22,10,13,15,4,20,58
22,10,13,15,4,20,75
22,10,13,15,4,20,95
22,10,13,15,4,21,15
22,10,13,15,4,21,35
22,10,13,15,4,21,54
22,10,13,15,4,21,78
22,10,13,15,4,21,94
22,10,13,15,4,22,14
22,10,13,15,4,22,34
22,10,13,15,4,22,54
22,10,13,15,4,22,74
22,10,13,15,4,22,98
22,10,13,15,4,23,14
22,10,13,15,4,23,34
22,10,13,15,4,23,54
22,10,13,15,4,23,74
22,10,13,15,4,23,94
22,10,13,15,4,24,17
22,10,13,15,4,24,34
22,10,13,15,4,24,54
22,10,13,15,4,24,74
22,10,13,15,4,24,94
22,10,13,15,4,25,14
22,10,13,15,4,25,37
22,10,13,15,4,25,54
22,10,13,15,4,25,74
22,10,13,15,4,25,94
22,10,13,15,4,26,14
22,10,13,15,4,26,34
22,10,13,15,4,26,57
22,10,13,15,4,26,73
22,10,13,15,4,26,94
22,10,13,15,4,27,13
22,10,13,15,4,27,33
22,10,13,15,4,27,53
22,10,13,15,4,27,77
22,10,13,15,4,27,93
22,10,13,15,4,28,13
22,10,13,15,4,28,33
22,10,13,15,4,28,53
22,10,13,15,4,28,73
22,10,13,15,4,28,96
22,10,13,15,4,29,13
22,10,13,15,4,29,33
22,10,13,15,4,29,53
22,10,13,15,4,29,73
22,10,13,15,4,29,93
22,10,13,15,4,30,16
22,10,13,15,4,30,33
22,10,13,15,4,30,53
22,10,13,15,4,30,73
22,10,13,15,4,30,93
22,10,13,15,4,31,13
22,10,13,15,4,31,36
22,10,13,15,4,31,53
22,10,13,15,4,31,72
22,10,13,15,4,31,92
22,10,13,15,4,32,12
22,10,13,15,4,32,32
22,10,13,15,4,32,56
22,10,13,15,4,32,72
22,10,13,15,4,32,92
22,10,13,15,4,33,12
22,10,13,15,4,33,32
22,10,13,15,4,33,52
22,10,13,15,4,33,75
22,10,13,15,4,33,92
22,10,13,15,4,34,12
22,10,13,15,4,34,32
22,10,13,15,4,34,52
22,10,13,15,4,34,72
22,10,13,15,4,34,95
22,10,13,15,4,35,12
22,10,13,15,4,35,32
22,10,13,15,4,35,52
22,10,13,15,4,35,72
22,10,13,15,4,35,92
22,10,13,15,4,36,15
22,10,13,15,4,36,31
22,10,13,15,4,36,51
22,10,13,15,4,36,71
22,10,13,15,4,36,91
22,10,13,15,4,37,11
22,10,13,15,4,37,35
22,10,13,15,4,37,51
22,10,13,15,4,37,71
22,10,13,15,4,37,91
22,10,13,15,4,38,11
22,10,13,15,4,38,31
22,10,13,15,4,38,54
