Year | Month | Day | Hour | Minute | Second | Hundredth | BT Range #1 | #2 | #3 | #4 | BT Vel 1-2 | BT Vel 3-4 | BT Vel Face | BT Vel Std
22,10,13,13,40,56,14,3198,3091,3152,3135,32,16191,0,0
22,10,13,13,40,56,32,3198,3091,3167,3135,31,16191,0,16191
22,10,13,13,40,56,49,3198,3107,3152,3135,30,16191,0,0
22,10,13,13,40,56,67,3198,3091,3152,3135,31,16191,16191,0
22,10,13,13,40,56,84,3198,3091,3152,3135,28,16191,16191,0
22,10,13,13,40,57,2,3198,3091,3152,3135,29,16191,16191,0
22,10,13,13,40,57,23,3197,3091,3167,3135,27,16191,16191,0
22,10,13,13,40,57,40,3135,3091,3167,3135,29,16191,16191,0
22,10,13,13,40,57,58,3197,3091,3167,3135,31,16191,16191,0
22,10,13,13,40,57,76,3197,3091,3167,3135,31,16191,0,0
22,10,13,13,40,57,93,3197,3091,3167,3135,31,16191,1,0
22,10,13,13,40,58,11,3197,3091,3182,3135,31,16191,2,1
22,10,13,13,40,58,32,3198,3091,3182,3135,32,16191,3,0
22,10,13,13,40,58,49,3135,3091,3167,3135,33,16191,3,0
22,10,13,13,40,58,67,3135,3091,3167,3135,31,16191,2,0
22,10,13,13,40,58,84,3135,3107,3167,3135,31,16191,0,0
22,10,13,13,40,59,2,3135,3107,3152,3135,30,16191,0,0
22,10,13,13,40,59,20,3135,3091,3182,3135,27,16191,16191,0
22,10,13,13,40,59,41,3135,3107,3182,3135,26,16191,16191,1
22,10,13,13,40,59,58,3135,3107,3167,3135,28,16191,16191,0
22,10,13,13,40,59,76,3135,3107,3167,3135,30,16191,16191,0
22,10,13,13,40,59,93,3198,3107,3182,3135,29,16191,0,0
22,10,13,13,41,0,11,3198,3107,3182,3135,29,16191,0,0
22,10,13,13,41,0,29,3198,3107,3167,3135,30,16191,1,0
22,10,13,13,41,0,50,3198,3091,3182,3135,32,16191,2,0
22,10,13,13,41,0,67,3198,3107,3167,3135,33,16191,2,1
22,10,13,13,41,0,85,3198,3091,3167,3135,33,16191,5,0
22,10,13,13,41,1,2,3135,3091,3167,3135,35,16191,6,0
22,10,13,13,41,1,20,3135,3107,3167,3135,35,16191,6,0
22,10,13,13,41,1,37,3198,3091,3167,3135,33,16191,5,0
22,10,13,13,41,1,58,3197,3076,3152,3135,30,16191,2,0
22,10,13,13,41,1,76,3135,3091,3152,3135,25,16191,16191,16191
22,10,13,13,41,1,94,3135,3091,3152,3135,23,16191,16191,0
22,10,13,13,41,2,11,3197,3091,3152,3135,23,16191,16191,0
22,10,13,13,41,2,29,3197,3091,3167,3135,22,16191,16191,0
22,10,13,13,41,2,46,3135,3106,3167,3135,24,16191,16191,1
22,10,13,13,41,2,67,3135,3106,3167,3135,24,16191,16191,0
22,10,13,13,41,2,85,3197,3091,3167,3135,27,16191,1,0
22,10,13,13,41,3,2,3197,3106,3152,3135,29,16191,3,2
22,10,13,13,41,3,20,3197,3091,3152,3135,30,16191,5,0
22,10,13,13,41,3,37,3197,3106,3167,3135,31,16191,4,0
22,10,13,13,41,3,55,3197,3091,3167,3135,29,16191,4,1
22,10,13,13,41,3,76,3197,3091,3167,3135,29,16191,3,2
22,10,13,13,41,3,93,3197,3091,3167,3135,28,16191,0,0
22,10,13,13,41,4,11,3182,3091,3167,3135,25,16191,0,16191
22,10,13,13,41,4,29,3197,3091,3167,3135,24,16191,16191,0
22,10,13,13,41,4,46,3197,3091,3182,3135,23,16191,16191,1
22,10,13,13,41,4,64,3197,3091,3182,3135,23,16191,16191,0
22,10,13,13,41,4,85,3197,3091,3182,3135,22,16191,16191,0
22,10,13,13,41,5,2,3197,3091,3167,3135,24,16191,16191,0
22,10,13,13,41,5,20,3197,3091,3167,3135,27,16191,16191,0
22,10,13,13,41,5,37,3197,3091,3167,3135,26,16191,1,16191
22,10,13,13,41,5,55,3197,3091,3167,3135,26,16191,1,0
22,10,13,13,41,5,72,3197,3091,3167,3135,25,16191,2,0
22,10,13,13,41,5,93,3198,3091,3167,3135,25,16191,2,0
22,10,13,13,41,6,11,3135,3091,3167,3135,21,16191,3,0
22,10,13,13,41,6,29,3198,3091,3152,3135,17,16191,3,16191
22,10,13,13,41,6,46,3198,3091,3152,3135,19,16191,0,0
22,10,13,13,41,6,64,3198,3091,3152,3135,20,16191,0,16191
22,10,13,13,41,6,81,3198,3091,3167,3135,22,16191,0,0
22,10,13,13,41,7,2,3135,3107,3167,3135,21,16191,0,1
22,10,13,13,41,7,20,3135,3091,3182,3135,19,16191,16191,0
22,10,13,13,41,7,37,3135,3091,3167,3135,16,16191,16191,0
22,10,13,13,41,7,55,3198,3091,3167,3135,12,16191,16191,0
22,10,13,13,41,7,72,3198,3107,3167,3135,14,16191,16191,0
22,10,13,13,41,7,90,3198,3107,3167,3135,14,16191,16191,2
22,10,13,13,41,8,11,3198,3107,3167,3135,19,16191,16191,0
22,10,13,13,41,8,28,3198,3107,3167,3135,25,16191,0,16191
22,10,13,13,41,8,46,3198,3091,3167,3135,34,16191,6,0
22,10,13,13,41,8,64,3198,3107,3167,3135,38,16191,11,0
22,10,13,13,41,8,81,3198,3091,3167,3135,43,16191,18,1
22,10,13,13,41,8,99,3198,3091,3152,3135,46,16191,24,0
22,10,13,13,41,9,20,3198,3076,3152,3135,45,16191,37,0
22,10,13,13,41,9,37,3198,3076,3152,3135,41,16191,30,0
22,10,13,13,41,9,55,3198,3076,3152,3135,33,16191,16,0
22,10,13,13,41,9,72,3135,3091,3152,3135,22,16191,4,0
