8458,1,0,220,24,0,8,1000,276,482,310,452,21,-3,0,-6,255,245,255,255,76,34,74,45,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,144,135,144,129,0
8459,1,0,220,24,0,8,1000,276,482,310,448,10,-4,-3,-3,255,246,255,255,76,35,73,46,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,135,144,121,0
8460,1,0,220,24,0,8,1000,276,492,310,452,25,-4,-10,-14,255,252,255,255,77,34,73,46,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,136,145,129,0
8461,1,0,220,24,0,8,1000,276,505,310,452,15,-7,-7,-8,255,253,255,255,76,33,73,46,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,142,133,145,129,0
8462,1,0,220,24,0,8,1000,276,492,310,452,17,-5,-5,-9,255,252,255,255,77,33,73,45,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,134,145,129,0
8463,1,0,220,24,0,8,1000,276,505,310,452,13,-7,-3,-6,255,254,255,255,77,33,73,45,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,133,145,129,0
8464,1,0,220,24,0,8,1000,276,505,310,452,16,-9,-4,-3,255,254,255,255,76,33,74,47,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,133,145,130,0
8465,1,0,220,24,0,8,1000,276,492,310,448,27,-3,-6,-13,255,252,255,255,75,33,74,47,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,142,133,146,122,0
8466,1,0,220,24,0,8,1000,276,492,310,448,25,0,-3,-13,255,252,255,255,77,33,74,46,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,142,132,148,122,0
8467,1,0,220,24,0,8,1000,276,492,310,452,28,-2,-3,-13,255,252,255,255,76,33,75,46,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,142,133,148,129,0
8468,1,0,220,24,0,8,1000,276,492,310,452,30,-3,-3,-12,255,252,255,255,79,33,78,46,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,135,146,130,0
8469,1,0,220,24,0,8,1000,276,492,310,452,33,-4,-3,-16,255,252,255,255,76,33,76,45,0,0,0,100,0,0,0,-32768,-32768,-32768,-32768,0,0,0,0,0,0,0,0,0,0,0,0,500,143,135,145,129,0
