Ensemble n°,Real-Time Clock (RTC) Year,RTC Month,RTC Day,RTC Hour,RTC Minute,RTC Second,RTC Hundredths of Seconds,Beam #1 Range (cm),Beam #2 Range (cm),Beam #3 Range (cm),Beam #4 Range (cm),Beam #1/East/Stbd BT Vel (mm/s),Beam #2/North/Fwd BT Vel (mm/s),Beam #3/Upward/Vert BT Vel (mm/s),Beam #4/Error Velocity (mm/s),Beam #1 Pct Good,Beam #2 Pct Good,Beam #3 Pct Good,Beam #4 Pct Good
20590,22,10,13,15,45,20,70,2613,2883,2789,2775,296,-565,-3,3,0,0,0,100
20591,22,10,13,15,45,20,90,2613,2869,2789,2775,313,-574,-4,0,0,0,0,100
20592,22,10,13,15,45,21,10,2600,2883,2789,2789,306,-588,-3,0,0,0,0,100
20593,22,10,13,15,45,21,33,2600,2883,2775,2789,314,-595,-6,3,0,0,0,100
20594,22,10,13,15,45,21,50,2600,2870,2789,2802,319,-605,-6,0,0,0,0,100
20595,22,10,13,15,45,21,70,2600,2883,2775,2789,328,-614,-5,-3,0,0,0,100
20596,22,10,13,15,45,21,90,2600,2870,2775,2789,330,-621,-4,-2,0,0,0,100
20597,22,10,13,15,45,22,10,2600,2883,2775,2802,347,-619,-9,-3,0,0,0,100
20598,22,10,13,15,45,22,30,2587,2883,2775,2789,341,-629,-9,6,0,0,0,100
20599,22,10,13,15,45,22,53,2600,2870,2775,2789,351,-643,-15,4,0,0,0,100
20600,22,10,13,15,45,22,70,2587,2870,2762,2775,361,-642,-15,9,0,0,0,100
20601,22,10,13,15,45,22,90,2587,2883,2762,2789,365,-654,-12,8,0,0,0,100
20602,22,10,13,15,45,23,10,2600,2883,2762,2789,379,-656,-10,-3,0,0,0,100
20603,22,10,13,15,45,23,30,2587,2870,2748,2775,391,-673,-5,-6,0,0,0,100
20604,22,10,13,15,45,23,50,2587,2870,2762,2789,400,-677,-6,-3,0,0,0,100
20605,22,10,13,15,45,23,73,2587,2870,2748,2775,407,-688,-9,3,0,0,0,100
20606,22,10,13,15,45,23,89,2587,2870,2748,2775,407,-691,-9,0,0,0,0,100
20607,22,10,13,15,45,24,9,2587,2870,2762,2775,413,-693,-13,-7,0,0,0,100
20608,22,10,13,15,45,24,29,2573,2870,2748,2789,442,-706,-12,-4,0,0,0,100
20609,22,10,13,15,45,24,49,2587,2870,2748,2802,444,-718,-9,1,0,0,0,100
20610,22,10,13,15,45,24,69,2587,2870,2748,2789,456,-726,-6,8,0,0,0,100
20611,22,10,13,15,45,24,93,2573,2870,2748,2789,454,-731,-7,5,0,0,0,100
20612,22,10,13,15,45,25,9,2573,2856,2748,2789,461,-737,-8,0,0,0,0,100
20613,22,10,13,15,45,25,29,2573,2856,2748,2789,467,-749,-7,6,0,0,0,100
20614,22,10,13,15,45,25,49,2573,2856,2735,2802,478,-742,-6,0,0,0,0,100
20615,22,10,13,15,45,25,69,2573,2856,2735,2802,468,-773,-9,3,0,0,0,100
20616,22,10,13,15,45,25,89,2560,2856,2735,2789,483,-761,-11,-4,0,0,0,100
20617,22,10,13,15,45,26,12,2560,2856,2735,2802,476,-770,-10,12,0,0,0,100
20618,22,10,13,15,45,26,29,2573,2856,2735,2789,488,-782,-17,11,0,0,0,100
20619,22,10,13,15,45,26,49,2573,2856,2735,2802,498,-794,-12,12,0,0,0,100
20620,22,10,13,15,45,26,69,2560,2856,2735,2802,512,-800,-15,5,0,0,0,100
20621,22,10,13,15,45,26,89,2573,2856,2722,2802,525,-801,-11,5,0,0,0,100
20622,22,10,13,15,45,27,9,2573,2856,2722,2802,527,-800,-8,4,0,0,0,100
20623,22,10,13,15,45,27,32,2560,2843,2722,2802,537,-811,-10,-5,0,0,0,100
20624,22,10,13,15,45,27,49,2560,2829,2708,2802,541,-811,-8,4,0,0,0,100
20625,22,10,13,15,45,27,69,2560,2856,2722,2816,544,-827,-13,-4,0,0,0,100
20626,22,10,13,15,45,27,89,2560,2856,2695,2816,549,-836,-12,-11,0,0,0,100
20627,22,10,13,15,45,28,9,2560,2843,2695,2802,558,-849,-16,-2,0,0,0,100
20628,22,10,13,15,45,28,28,2546,2829,2708,2816,566,-857,-22,-2,0,0,0,100
20629,22,10,13,15,45,28,52,2560,2843,2694,2802,558,-853,-15,8,0,0,0,100
20630,22,10,13,15,45,28,68,2560,2829,2694,2816,557,-843,-12,-4,0,0,0,100
20631,22,10,13,15,45,28,88,2546,2829,2681,2816,579,-852,-9,-6,0,0,0,100
20632,22,10,13,15,45,29,8,2546,2829,2681,2816,578,-848,-14,-3,0,0,0,100
20633,22,10,13,15,45,29,28,2546,2843,2681,2816,600,-856,-16,3,0,0,0,100
20634,22,10,13,15,45,29,48,2546,2829,2667,2816,605,-869,-16,0,0,0,0,100
20635,22,10,13,15,45,29,72,2546,2829,2654,2816,606,-863,-21,3,0,0,0,100
20636,22,10,13,15,45,29,88,2546,2829,2654,2802,606,-870,-18,-1,0,0,0,100
20637,22,10,13,15,45,30,8,2546,2829,2654,2802,612,-871,-17,0,0,0,0,100
20638,22,10,13,15,45,30,28,2533,2816,2640,2802,620,-862,-15,7,0,0,0,100
20639,22,10,13,15,45,30,48,2533,2816,2627,2816,625,-866,-17,9,0,0,0,100
20640,22,10,13,15,45,30,68,2533,2802,2640,2816,639,-857,-17,2,0,0,0,100
20641,22,10,13,15,45,30,91,2533,2802,2627,2802,648,-866,-14,1,0,0,0,100
20642,22,10,13,15,45,31,8,2535,2818,2617,2818,654,-881,-17,-7,0,0,0,100
20643,22,10,13,15,45,31,27,2533,2802,2600,2802,670,-879,-21,4,0,0,0,100
20644,22,10,13,15,45,31,48,2523,2806,2617,2806,670,-873,-22,7,0,0,0,100
20645,22,10,13,15,45,31,67,2523,2806,2617,2806,688,-874,-24,0,0,0,0,100
20646,22,10,13,15,45,31,87,2523,2806,2605,2806,684,-868,-20,-2,0,0,0,100
20647,22,10,13,15,45,32,10,2534,2817,2593,2805,718,-871,-19,-10,0,0,0,100
20648,22,10,13,15,45,32,27,2523,2805,2605,2794,708,-861,-19,-8,0,0,0,100
20649,22,10,13,15,45,32,47,2511,2829,2593,2794,733,-882,-25,0,0,0,0,100
20650,22,10,13,15,45,32,67,2511,2817,2593,2794,731,-870,-26,9,0,0,0,100
20651,22,10,13,15,45,32,87,2499,2817,2581,2794,738,-879,-26,1,0,0,0,100
20652,22,10,13,15,45,33,7,2511,2794,2581,2794,755,-883,-21,-2,0,0,0,100
20653,22,10,13,15,45,33,30,2499,2818,2582,2794,761,-889,-20,-2,0,0,0,100
20654,22,10,13,15,45,33,47,2499,2818,2570,2794,781,-884,-15,20,0,0,0,100
20655,22,10,13,15,45,33,66,2511,2818,2570,2794,788,-885,-9,7,0,0,0,100
20656,22,10,13,15,45,33,86,2499,2806,2558,2782,802,-896,-16,13,0,0,0,100
20657,22,10,13,15,45,34,6,2487,2818,2546,2794,796,-895,-25,-11,0,0,0,100
20658,22,10,13,15,45,34,26,2499,2806,2546,2782,802,-902,-27,2,0,0,0,100
20659,22,10,13,15,45,34,50,2487,2782,2534,2794,807,-907,-28,0,0,0,0,100
20660,22,10,13,15,45,34,66,2487,2782,2546,2782,811,-911,-24,5,0,0,0,100
20661,22,10,13,15,45,34,86,2487,2782,2523,2770,816,-932,-21,6,0,0,0,100
20662,22,10,13,15,45,35,6,2475,2782,2523,2782,846,-933,-17,10,0,0,0,100
20663,22,10,13,15,45,35,26,2475,2794,2523,2782,849,-922,-20,0,0,0,0,100
20664,22,10,13,15,45,35,46,2475,2794,2523,2758,861,-923,-25,3,0,0,0,100
20665,22,10,13,15,45,35,69,2475,2805,2511,2770,867,-922,-27,-2,0,0,0,100
20666,22,10,13,15,45,35,86,2464,2794,2511,2770,891,-925,-24,8,0,0,0,100
20667,22,10,13,15,45,36,6,2452,2794,2511,2758,871,-946,-24,0,0,0,0,100
20668,22,10,13,15,45,36,26,2452,2794,2499,2758,892,-939,-21,-14,0,0,0,100
20669,22,10,13,15,45,36,46,2452,2782,2475,2747,900,-945,-27,-7,0,0,0,100
20670,22,10,13,15,45,36,66,2440,2782,2487,2747,896,-946,-18,-24,0,0,0,100
20671,22,10,13,15,45,36,89,2440,2782,2487,2759,913,-933,-30,4,0,0,0,100
20672,22,10,13,15,45,37,6,2428,2770,2476,2747,918,-961,-32,6,0,0,0,100
20673,22,10,13,15,45,37,26,2440,2782,2476,2747,911,-970,-24,15,0,0,0,100
20674,22,10,13,15,45,37,46,2428,2782,2464,2735,914,-977,-27,8,0,0,0,100
20675,22,10,13,15,45,37,66,2417,2782,2464,2747,936,-972,-21,-7,0,0,0,100
20676,22,10,13,15,45,37,85,2417,2770,2464,2735,951,-987,-25,19,0,0,0,100
20677,22,10,13,15,45,38,9,2416,2782,2452,2735,940,-987,-22,8,0,0,0,100
20678,22,10,13,15,45,38,25,2416,2770,2464,2723,945,-973,-27,-17,0,0,0,100
20679,22,10,13,15,45,38,45,2405,2782,2464,2735,966,-963,-35,2,0,0,0,100
20680,22,10,13,15,45,38,65,2405,2770,2440,2723,963,-992,-28,7,0,0,0,100
20681,22,10,13,15,45,38,85,2405,2770,2440,2723,985,-977,-26,-5,0,0,0,100
20682,22,10,13,15,45,39,5,2405,2782,2440,2723,984,-996,-24,14,0,0,0,100
20683,22,10,13,15,45,39,29,2405,2770,2440,2735,991,-994,-32,2,0,0,0,100
20684,22,10,13,15,45,39,45,2393,2782,2428,2723,1007,-982,-26,-9,0,0,0,100
20685,22,10,13,15,45,39,65,2393,2770,2416,2723,995,-1011,-22,-2,0,0,0,100
20686,22,10,13,15,45,39,85,2393,2758,2416,2723,980,-1010,-24,7,0,0,0,100
20687,22,10,13,15,45,40,5,2381,2770,2416,2711,1007,-998,-30,-15,0,0,0,100
20688,22,10,13,15,45,40,25,2381,2782,2405,2711,999,-997,-34,4,0,0,0,100
20689,22,10,13,15,45,40,48,2381,2770,2393,2711,1009,-1019,-28,6,0,0,0,100
20690,22,10,13,15,45,40,65,2381,2770,2393,2711,1033,-998,-27,-10,0,0,0,100
20691,22,10,13,15,45,40,85,2369,2758,2393,2699,1011,-1021,-31,1,0,0,0,100
20692,22,10,13,15,45,41,5,2358,2770,2393,2699,1036,-1002,-30,4,0,0,0,100
20693,22,10,13,15,45,41,25,2369,2758,2393,2688,1031,-1028,-30,-7,0,0,0,100
20694,22,10,13,15,45,41,45,2369,2758,2381,2688,1041,-1039,-27,0,0,0,0,100
20695,22,10,13,15,45,41,68,2346,2747,2381,2676,1055,-1015,-26,24,0,0,0,100
20696,22,10,13,15,45,41,85,2358,2758,2369,2676,1043,-1058,-32,14,0,0,0,100
20697,22,10,13,15,45,42,5,2358,2735,2381,2676,1042,-1030,-34,-2,0,0,0,100
20698,22,10,13,15,45,42,25,2346,2735,2369,2664,1063,-1024,-38,5,0,0,0,100
20699,22,10,13,15,45,42,45,2346,2711,2369,2676,1067,-1039,-31,-6,0,0,0,100
20700,22,10,13,15,45,42,65,2346,2735,2358,2652,1073,-1063,-38,-14,0,0,0,100
20701,22,10,13,15,45,42,88,2346,2723,2358,2652,1073,-1034,-41,18,0,0,0,100
20702,22,10,13,15,45,43,4,2346,2723,2358,2652,1078,-1063,-32,8,0,0,0,100
20703,22,10,13,15,45,43,24,2346,2699,2358,2652,1080,-1073,-34,-3,0,0,0,100
20704,22,10,13,15,45,43,44,2334,2711,2346,2652,1087,-1058,-25,14,0,0,0,100
20705,22,10,13,15,45,43,64,2334,2699,2334,2652,1090,-1048,-25,-11,0,0,0,100
20706,22,10,13,15,45,43,84,2334,2699,2334,2640,1087,-1055,-24,3,0,0,0,100
20707,22,10,13,15,45,44,8,2322,2688,2334,2641,1090,-1070,-27,-10,0,0,0,100
20708,22,10,13,15,45,44,24,2334,2688,2334,2629,1063,-1079,-29,-9,0,0,0,100
20709,22,10,13,15,45,44,44,2322,2676,2322,2617,1087,-1062,-30,7,0,0,0,100
20710,22,10,13,15,45,44,64,2322,2676,2322,2617,1075,-1082,-28,5,0,0,0,100
20711,22,10,13,15,45,44,84,2322,2676,2311,2605,1068,-1069,-31,6,0,0,0,100
20712,22,10,13,15,45,45,4,2311,2664,2311,2605,1082,-1068,-34,0,0,0,0,100
20713,22,10,13,15,45,45,27,2310,2652,2322,2605,1087,-1064,-32,-9,0,0,0,100
20714,22,10,13,15,45,45,44,2322,2652,2310,2617,1082,-1058,-41,-4,0,0,0,100
20715,22,10,13,15,45,45,64,2310,2664,2310,2605,1084,-1070,-35,0,0,0,0,100
20716,22,10,13,15,45,45,84,2310,2640,2299,2593,1091,-1029,-36,5,0,0,0,100
20717,22,10,13,15,45,46,4,2310,2640,2299,2593,1082,-1056,-34,-3,0,0,0,100
20718,22,10,13,15,45,46,24,2310,2629,2287,2581,1098,-1037,-32,-9,0,0,0,100
20719,22,10,13,15,45,46,47,2299,2629,2287,2581,1096,-1037,-37,4,0,0,0,100
20720,22,10,13,15,45,46,63,2299,2617,2287,2570,1088,-1039,-36,-7,0,0,0,100
20721,22,10,13,15,45,46,83,2299,2617,2275,2570,1075,-1055,-30,-13,0,0,0,100
20722,22,10,13,15,45,47,3,2299,2593,2275,2570,1081,-1046,-29,2,0,0,0,100
20723,22,10,13,15,45,47,23,2299,2581,2275,2558,1086,-1031,-31,-2,0,0,0,100
20724,22,10,13,15,45,47,43,2299,2593,2263,2546,1076,-1027,-35,1,0,0,0,100
20725,22,10,13,15,45,47,67,2287,2593,2263,2546,1058,-1018,-35,6,0,0,0,100
20726,22,10,13,15,45,47,83,2287,2570,2263,2546,1052,-1015,-33,3,0,0,0,100
20727,22,10,13,15,45,48,3,2287,2570,2275,2546,1044,-1015,-32,-4,0,0,0,100
20728,22,10,13,15,45,48,23,2287,2570,2251,2534,1054,-1016,-33,5,0,0,0,100
20729,22,10,13,15,45,48,43,2275,2570,2251,2546,1049,-995,-29,10,0,0,0,100
20730,22,10,13,15,45,48,63,2287,2558,2240,2523,1051,-1003,-30,-9,0,0,0,100
20731,22,10,13,15,45,48,86,2275,2546,2251,2534,1053,-955,-39,9,0,0,0,100
20732,22,10,13,15,45,49,3,2287,2558,2251,2523,1018,-1000,-27,-15,0,0,0,100
20733,22,10,13,15,45,49,23,2287,2546,2240,2511,1027,-975,-27,-24,0,0,0,100
20734,22,10,13,15,45,49,42,2275,2534,2228,2499,1034,-976,-35,12,0,0,0,100
20735,22,10,13,15,45,49,62,2287,2534,2228,2499,1024,-966,-31,-8,0,0,0,100
20736,22,10,13,15,45,49,82,2275,2534,2228,2487,1023,-987,-36,-2,0,0,0,100
20737,22,10,13,15,45,50,6,2275,2511,2228,2487,1016,-995,-35,-1,0,0,0,100
20738,22,10,13,15,45,50,22,2275,2511,2228,2487,1005,-960,-32,13,0,0,0,100
20739,22,10,13,15,45,50,42,2263,2523,2240,2487,998,-965,-31,-2,0,0,0,100
20740,22,10,13,15,45,50,62,2275,2511,2216,2487,1005,-948,-27,-11,0,0,0,100
20741,22,10,13,15,45,50,82,2263,2511,2216,2464,980,-941,-33,-2,0,0,0,100
20742,22,10,13,15,45,51,2,2263,2487,2228,2464,1005,-944,-26,-7,0,0,0,100
20743,22,10,13,15,45,51,25,2263,2487,2216,2464,967,-939,-28,7,0,0,0,100
20744,22,10,13,15,45,51,42,2251,2475,2204,2464,1004,-914,-25,4,0,0,0,100
20745,22,10,13,15,45,51,62,2251,2475,2204,2452,988,-915,-28,7,0,0,0,100
20746,22,10,13,15,45,51,82,2251,2475,2204,2452,983,-915,-34,-5,0,0,0,100
20747,22,10,13,15,45,52,2,2263,2464,2193,2440,969,-914,-28,2,0,0,0,100
20748,22,10,13,15,45,52,22,2251,2464,2193,2440,969,-893,-19,-2,0,0,0,100
20749,22,10,13,15,45,52,45,2240,2452,2193,2440,959,-904,-19,5,0,0,0,100
20750,22,10,13,15,45,52,62,2253,2465,2203,2445,964,-898,-24,-2,0,0,0,100
20751,22,10,13,15,45,52,81,2240,2452,2193,2428,945,-870,-31,-10,0,0,0,100
20752,22,10,13,15,45,53,2,2253,2455,2203,2425,957,-900,-35,-6,0,0,0,100
20753,22,10,13,15,45,53,21,2243,2445,2203,2425,959,-886,-31,-5,0,0,0,100
20754,22,10,13,15,45,53,41,2253,2445,2193,2425,962,-876,-31,9,0,0,0,100
20755,22,10,13,15,45,53,64,2243,2435,2203,2415,955,-875,-22,0,0,0,0,100
20756,22,10,13,15,45,53,81,2243,2425,2182,2425,956,-866,-24,-2,0,0,0,100
20757,22,10,13,15,45,54,1,2243,2435,2193,2425,948,-861,-26,-9,0,0,0,100
20758,22,10,13,15,45,54,21,2233,2445,2182,2415,946,-859,-27,-13,0,0,0,100
20759,22,10,13,15,45,54,40,2233,2415,2182,2415,940,-850,-28,6,0,0,0,100
20760,22,10,13,15,45,54,61,2243,2415,2182,2405,952,-832,-33,3,0,0,0,100
20761,22,10,13,15,45,54,84,2233,2405,2172,2405,947,-835,-22,4,0,0,0,100
20762,22,10,13,15,45,55,0,2233,2415,2172,2405,939,-832,-25,2,0,0,0,100
20763,22,10,13,15,45,55,20,2233,2415,2172,2395,925,-844,-22,2,0,0,0,100
20764,22,10,13,15,45,55,40,2233,2415,2172,2395,945,-805,-29,11,0,0,0,100
20765,22,10,13,15,45,55,60,2233,2405,2162,2405,924,-826,-24,13,0,0,0,100
20766,22,10,13,15,45,55,80,2233,2395,2162,2395,904,-808,-21,-5,0,0,0,100
20767,22,10,13,15,45,56,4,2213,2395,2162,2384,923,-813,-21,-9,0,0,0,100
20768,22,10,13,15,45,56,20,2223,2384,2152,2384,921,-804,-33,9,0,0,0,100
20769,22,10,13,15,45,56,40,2223,2395,2142,2395,902,-808,-30,7,0,0,0,100
20770,22,10,13,15,45,56,60,2223,2395,2152,2384,914,-797,-33,-8,0,0,0,100
20771,22,10,13,15,45,56,80,2213,2384,2152,2364,919,-806,-32,7,0,0,0,100
20772,22,10,13,15,45,57,0,2213,2384,2152,2374,917,-780,-32,-1,0,0,0,100
20773,22,10,13,15,45,57,23,2203,2384,2142,2374,902,-790,-27,-1,0,0,0,100
20774,22,10,13,15,45,57,40,2203,2374,2142,2364,904,-783,-15,-4,0,0,0,100
20775,22,10,13,15,45,57,60,2203,2364,2142,2354,922,-776,-20,-14,0,0,0,100
20776,22,10,13,15,45,57,80,2203,2364,2152,2364,915,-774,-17,6,0,0,0,100
20777,22,10,13,15,45,58,0,2203,2374,2142,2354,919,-760,-18,-6,0,0,0,100
20778,22,10,13,15,45,58,20,2193,2354,2132,2354,906,-767,-25,-8,0,0,0,100
20779,22,10,13,15,45,58,43,2193,2354,2132,2344,910,-765,-28,-2,0,0,0,100
20780,22,10,13,15,45,58,60,2182,2364,2132,2344,886,-777,-27,17,0,0,0,100
20781,22,10,13,15,45,58,80,2182,2364,2132,2354,872,-765,-22,-3,0,0,0,100
20782,22,10,13,15,45,58,99,2172,2364,2122,2354,878,-761,-23,12,0,0,0,100
20783,22,10,13,15,45,59,20,2182,2354,2122,2354,880,-754,-23,6,0,0,0,100
20784,22,10,13,15,45,59,39,2172,2344,2132,2344,894,-743,-23,6,0,0,0,100
20785,22,10,13,15,45,59,63,2182,2354,2122,2344,890,-743,-23,0,0,0,0,100
20786,22,10,13,15,45,59,79,2182,2344,2112,2344,889,-746,-26,0,0,0,0,100
20787,22,10,13,15,45,59,99,2172,2344,2112,2344,885,-752,-21,10,0,0,0,100
20788,22,10,13,15,46,0,19,2172,2334,2112,2334,872,-754,-20,2,0,0,0,100
20789,22,10,13,15,46,0,39,2172,2344,2122,2334,870,-750,-16,6,0,0,0,100
20790,22,10,13,15,46,0,59,2162,2334,2112,2334,865,-752,-21,0,0,0,0,100
20791,22,10,13,15,46,0,82,2162,2324,2112,2344,865,-746,-25,1,0,0,0,100
20792,22,10,13,15,46,0,99,2162,2334,2112,2334,870,-745,-33,-3,0,0,0,100
20793,22,10,13,15,46,1,19,2162,2324,2122,2334,863,-756,-28,-12,0,0,0,100
20794,22,10,13,15,46,1,39,2152,2334,2112,2344,869,-744,-22,4,0,0,0,100
20795,22,10,13,15,46,1,59,2152,2314,2102,2334,866,-730,-22,9,0,0,0,100
20796,22,10,13,15,46,1,79,2162,2314,2102,2324,861,-743,-15,-9,0,0,0,100
20797,22,10,13,15,46,2,2,2152,2304,2091,2324,851,-713,-18,4,0,0,0,100
20798,22,10,13,15,46,2,19,2142,2304,2091,2334,852,-728,-12,-3,0,0,0,100
20799,22,10,13,15,46,2,39,2152,2314,2091,2324,854,-718,-21,0,0,0,0,100
20800,22,10,13,15,46,2,59,2152,2283,2091,2334,836,-719,-15,-7,0,0,0,100
20801,22,10,13,15,46,2,79,2142,2304,2091,2324,848,-690,-23,-4,0,0,0,100
20802,22,10,13,15,46,2,99,2152,2294,2091,2314,838,-689,-27,-4,0,0,0,100
20803,22,10,13,15,46,3,22,2142,2294,2091,2324,836,-707,-29,2,0,0,0,100
20804,22,10,13,15,46,3,39,2132,2294,2081,2324,837,-675,-27,4,0,0,0,100
20805,22,10,13,15,46,3,59,2132,2283,2091,2314,831,-678,-20,-5,0,0,0,100
20806,22,10,13,15,46,3,79,2142,2263,2081,2314,831,-667,-19,4,0,0,0,100
20807,22,10,13,15,46,3,99,2132,2283,2081,2314,834,-663,-19,2,0,0,0,100
20808,22,10,13,15,46,4,18,2132,2273,2081,2304,830,-654,-19,0,0,0,0,100
20809,22,10,13,15,46,4,42,2122,2283,2081,2304,828,-644,-19,-8,0,0,0,100
20810,22,10,13,15,46,4,58,2122,2283,2081,2314,819,-653,-26,0,0,0,0,100
20811,22,10,13,15,46,4,78,2122,2273,2071,2304,822,-646,-21,10,0,0,0,100
20812,22,10,13,15,46,4,98,2112,2273,2071,2314,815,-647,-25,6,0,0,0,100
20813,22,10,13,15,46,5,18,2112,2273,2061,2294,821,-638,-27,-4,0,0,0,100
20814,22,10,13,15,46,5,38,2112,2273,2081,2304,814,-625,-25,-2,0,0,0,100
20815,22,10,13,15,46,5,62,2112,2273,2061,2304,807,-621,-20,0,0,0,0,100
20816,22,10,13,15,46,5,78,2102,2273,2071,2304,813,-611,-23,2,0,0,0,100
20817,22,10,13,15,46,5,98,2091,2273,2061,2294,806,-613,-20,-11,0,0,0,100
20818,22,10,13,15,46,6,18,2081,2273,2061,2294,812,-616,-20,-8,0,0,0,100
20819,22,10,13,15,46,6,38,2081,2273,2061,2283,803,-607,-21,-7,0,0,0,100
20820,22,10,13,15,46,6,58,2071,2263,2051,2283,806,-595,-19,0,0,0,0,100
20821,22,10,13,15,46,6,81,2081,2263,2061,2283,801,-596,-21,0,0,0,0,100
20822,22,10,13,15,46,6,98,2081,2263,2051,2283,795,-589,-20,-5,0,0,0,100
20823,22,10,13,15,46,7,18,2081,2263,2051,2273,799,-591,-22,3,0,0,0,100
20824,22,10,13,15,46,7,38,2071,2263,2061,2273,790,-584,-24,5,0,0,0,100
20825,22,10,13,15,46,7,58,2061,2263,2051,2273,797,-579,-29,0,0,0,0,100
20826,22,10,13,15,46,7,78,2061,2253,2051,2273,784,-587,-22,11,0,0,0,100
20827,22,10,13,15,46,8,1,2061,2263,2051,2273,787,-586,-23,8,0,0,0,100
20828,22,10,13,15,46,8,17,2051,2253,2041,2263,788,-588,-17,-4,0,0,0,100
20829,22,10,13,15,46,8,37,2061,2263,2041,2263,779,-591,-16,-6,0,0,0,100
20830,22,10,13,15,46,8,57,2051,2253,2051,2253,783,-579,-12,-7,0,0,0,100
20831,22,10,13,15,46,8,77,2051,2263,2041,2263,783,-583,-13,-10,0,0,0,100
20832,22,10,13,15,46,8,97,2041,2253,2041,2253,786,-585,-22,-12,0,0,0,100
20833,22,10,13,15,46,9,21,2041,2253,2031,2253,786,-577,-27,-3,0,0,0,100
20834,22,10,13,15,46,9,37,2041,2263,2031,2253,781,-585,-24,-4,0,0,0,100
20835,22,10,13,15,46,9,57,2041,2243,2041,2253,786,-579,-27,-6,0,0,0,100
20836,22,10,13,15,46,9,77,2031,2233,2041,2243,789,-590,-19,9,0,0,0,100
20837,22,10,13,15,46,9,97,2031,2243,2031,2253,767,-589,-22,-6,0,0,0,100
20838,22,10,13,15,46,10,17,2031,2243,2031,2243,763,-597,-16,-5,0,0,0,100
20839,22,10,13,15,46,10,40,2031,2243,2031,2243,764,-586,-21,0,0,0,0,100
20840,22,10,13,15,46,10,57,2031,2243,2031,2243,770,-583,-18,-1,0,0,0,100
20841,22,10,13,15,46,10,77,2021,2233,2021,2233,763,-589,-22,-3,0,0,0,100
20842,22,10,13,15,46,10,97,2021,2243,2021,2233,762,-586,-19,-10,0,0,0,100
20843,22,10,13,15,46,11,17,2021,2243,2010,2233,762,-576,-18,-4,0,0,0,100
20844,22,10,13,15,46,11,37,2010,2243,2021,2223,755,-574,-12,-5,0,0,0,100
20845,22,10,13,15,46,11,60,2021,2223,2011,2243,758,-580,-17,6,0,0,0,100
20846,22,10,13,15,46,11,77,2011,2233,2021,2243,749,-565,-15,6,0,0,0,100
20847,22,10,13,15,46,11,97,1990,2223,2011,2233,757,-566,-20,-3,0,0,0,100
20848,22,10,13,15,46,12,17,2001,2223,2021,2233,745,-564,-20,0,0,0,0,100
20849,22,10,13,15,46,12,36,2001,2223,2011,2223,748,-559,-21,-7,0,0,0,100
20850,22,10,13,15,46,12,56,2001,2223,2021,2233,742,-564,-23,8,0,0,0,100
20851,22,10,13,15,46,12,80,1990,2223,2021,2223,743,-574,-24,12,0,0,0,100
20852,22,10,13,15,46,12,96,2000,2223,2010,2223,730,-570,-25,0,0,0,0,100
20853,22,10,13,15,46,13,16,2000,2223,2010,2223,733,-563,-24,6,0,0,0,100
20854,22,10,13,15,46,13,36,1990,2223,2010,2212,730,-559,-18,4,0,0,0,100
20855,22,10,13,15,46,13,56,1980,2212,2010,2192,729,-548,-20,9,0,0,0,100
20856,22,10,13,15,46,13,76,1980,2233,2010,2202,731,-553,-18,-7,0,0,0,100
20857,22,10,13,15,46,13,99,1980,2212,2010,2223,725,-558,-16,-1,0,0,0,100
20858,22,10,13,15,46,14,16,1980,2223,2010,2202,712,-554,-15,0,0,0,0,100
20859,22,10,13,15,46,14,36,1970,2212,2010,2202,729,-563,-15,-1,0,0,0,100
20860,22,10,13,15,46,14,56,1970,2223,2000,2192,723,-566,-20,-3,0,0,0,100
20861,22,10,13,15,46,14,76,1970,2212,2000,2202,709,-570,-18,0,0,0,0,100
20862,22,10,13,15,46,14,96,1960,2212,2000,2192,708,-569,-21,-1,0,0,0,100
20863,22,10,13,15,46,15,19,1950,2213,2001,2182,698,-580,-25,0,0,0,0,100
20864,22,10,13,15,46,15,36,1960,2203,2001,2182,702,-569,-23,3,0,0,0,100
20865,22,10,13,15,46,15,56,1960,2213,2001,2193,698,-570,-17,4,0,0,0,100
20866,22,10,13,15,46,15,76,1950,2203,2001,2182,686,-561,-19,-16,0,0,0,100
20867,22,10,13,15,46,15,96,1950,2182,1990,2172,696,-568,-11,-4,0,0,0,100
20868,22,10,13,15,46,16,16,1950,2182,1990,2182,696,-581,-15,3,0,0,0,100
20869,22,10,13,15,46,16,39,1950,2172,1990,2192,689,-580,-14,-4,0,0,0,100
20870,22,10,13,15,46,16,55,1950,2182,1990,2182,694,-580,-15,0,0,0,0,100
20871,22,10,13,15,46,16,75,1940,2182,1980,2172,680,-588,-19,-10,0,0,0,100
20872,22,10,13,15,46,16,95,1940,2172,1980,2182,683,-572,-25,5,0,0,0,100
20873,22,10,13,15,46,17,15,1930,2182,1970,2162,675,-585,-25,8,0,0,0,100
20874,22,10,13,15,46,17,35,1940,2192,1970,2182,679,-577,-18,2,0,0,0,100
20875,22,10,13,15,46,17,59,1930,2172,1980,2182,680,-575,-16,-4,0,0,0,100
20876,22,10,13,15,46,17,75,1930,2182,1970,2172,681,-571,-7,-4,0,0,0,100
