Ensemble n°,Real-Time Clock (RTC) Year,RTC Month,RTC Day,RTC Hour,RTC Minute,RTC Second,RTC Hundredths of Seconds,Beam #1 Range (cm),Beam #2 Range (cm),Beam #3 Range (cm),Beam #4 Range (cm),Beam #1/East/Stbd BT Vel (mm/s),Beam #2/North/Fwd BT Vel (mm/s),Beam #3/Upward/Vert BT Vel (mm/s),Beam #4/Error Velocity (mm/s),Beam #1 Pct Good,Beam #2 Pct Good,Beam #3 Pct Good,Beam #4 Pct Good
8458,22,10,13,15,3,56,0,276,482,310,452,21,-3,0,-6,0,0,0,100
8459,22,10,13,15,3,56,20,276,482,310,448,10,-4,-3,-3,0,0,0,100
8460,22,10,13,15,3,56,40,276,492,310,452,25,-4,-10,-14,0,0,0,100
8461,22,10,13,15,3,56,63,276,505,310,452,15,-7,-7,-8,0,0,0,100
8462,22,10,13,15,3,56,80,276,492,310,452,17,-5,-5,-9,0,0,0,100
8463,22,10,13,15,3,57,0,276,505,310,452,13,-7,-3,-6,0,0,0,100
8464,22,10,13,15,3,57,20,276,505,310,452,16,-9,-4,-3,0,0,0,100
8465,22,10,13,15,3,57,40,276,492,310,448,27,-3,-6,-13,0,0,0,100
8466,22,10,13,15,3,57,60,276,492,310,448,25,0,-3,-13,0,0,0,100
8467,22,10,13,15,3,57,83,276,492,310,452,28,-2,-3,-13,0,0,0,100
8468,22,10,13,15,3,57,99,276,492,310,452,30,-3,-3,-12,0,0,0,100
8469,22,10,13,15,3,58,19,276,492,310,452,33,-4,-3,-16,0,0,0,100
8470,22,10,13,15,3,58,39,276,482,310,452,-2,-2,5,8,0,0,0,100
8471,22,10,13,15,3,58,59,276,482,307,452,-6,-5,3,9,0,0,0,100
8472,22,10,13,15,3,58,79,276,482,310,452,6,-7,-3,1,0,0,0,100
8473,22,10,13,15,3,59,3,276,482,307,452,15,-7,-8,-13,0,0,0,100
8474,22,10,13,15,3,59,19,276,505,310,452,10,-11,-9,-1,0,0,0,100
8475,22,10,13,15,3,59,39,273,509,310,452,118,-14,-34,-75,0,0,0,100
8476,22,10,13,15,3,59,59,276,509,310,445,110,-8,-27,-75,0,0,0,100
8477,22,10,13,15,3,59,79,276,509,310,445,119,-4,-21,-81,0,0,0,100
8478,22,10,13,15,3,59,99,276,505,310,452,13,3,12,-6,0,0,0,100
8479,22,10,13,15,4,0,22,276,482,307,452,11,8,12,-6,0,0,0,100
8480,22,10,13,15,4,0,39,276,492,307,445,13,2,7,-8,0,0,0,100
8481,22,10,13,15,4,0,59,273,492,307,445,0,0,6,0,0,0,0,100
8482,22,10,13,15,4,0,79,273,502,307,448,16,-4,-3,-12,0,0,0,100
8483,22,10,13,15,4,0,99,273,502,307,448,14,-6,-6,-10,0,0,0,100
8484,22,10,13,15,4,1,19,273,502,307,445,8,-7,-5,-5,0,0,0,100
8485,22,10,13,15,4,1,42,273,502,307,445,0,-10,-4,-3,0,0,0,100
8486,22,10,13,15,4,1,59,273,502,307,441,0,-15,-6,4,0,0,0,100
8487,22,10,13,15,4,1,79,273,502,310,441,0,-14,-5,6,0,0,0,100
8488,22,10,13,15,4,1,99,273,509,307,452,70,2,-14,-52,0,0,0,100
8489,22,10,13,15,4,2,19,273,502,310,445,9,-3,8,-2,0,0,0,100
8490,22,10,13,15,4,2,39,273,502,307,452,23,-3,9,-12,0,0,0,100
8491,22,10,13,15,4,2,62,273,502,307,448,26,-11,2,-10,0,0,0,100
8492,22,10,13,15,4,2,78,273,502,307,448,32,-10,-4,-16,0,0,0,100
8493,22,10,13,15,4,2,98,273,502,310,445,27,-20,-14,-13,0,0,0,100
8494,22,10,13,15,4,3,18,273,502,310,452,32,-19,-18,-23,0,0,0,100
8495,22,10,13,15,4,3,38,273,502,310,452,54,-18,-23,-37,0,0,0,100
8496,22,10,13,15,4,3,58,273,0,307,452,-2,-20,-7,-32768,100,0,0,0
8497,22,10,13,15,4,3,82,275,0,313,446,23,-39,-18,-32768,100,0,0,0
8498,22,10,13,15,4,3,99,275,0,313,448,15,-23,-9,-32768,100,0,0,0
8499,22,10,13,15,4,4,19,275,0,312,448,16,-17,-4,-32768,100,0,0,0
8500,22,10,13,15,4,4,39,275,0,312,446,28,-27,-7,-32768,100,0,0,0
8501,22,10,13,15,4,4,59,276,0,312,448,14,-12,4,-32768,100,0,0,0
8502,22,10,13,15,4,4,79,276,0,312,448,4,-1,9,-32768,100,0,0,0
8503,22,10,13,15,4,5,2,276,0,310,448,4,0,8,-32768,100,0,0,0
8504,22,10,13,15,4,5,19,276,0,310,448,-1,-3,4,-32768,100,0,0,0
8505,22,10,13,15,4,5,39,276,0,310,448,-5,-1,2,-32768,100,0,0,0
8506,22,10,13,15,4,5,59,275,0,312,448,-9,2,3,-32768,100,0,0,0
8507,22,10,13,15,4,5,79,276,0,313,450,-9,0,3,-32768,100,0,0,0
8508,22,10,13,15,4,5,99,276,502,313,450,65,2,-13,-48,0,0,0,100
8509,22,10,13,15,4,6,22,273,495,310,445,81,-10,-15,-53,0,0,0,100
8510,22,10,13,15,4,6,38,273,495,310,445,16,-15,6,0,0,0,0,100
8511,22,10,13,15,4,6,58,273,502,307,445,-31,-17,21,38,0,0,0,100
8512,22,10,13,15,4,6,78,273,505,310,445,-42,-13,27,46,0,0,0,100
8513,22,10,13,15,4,6,98,273,438,303,445,16,-13,4,-32768,100,0,0,0
8514,22,10,13,15,4,7,18,273,438,307,445,15,-24,-9,-32768,100,0,0,0
8515,22,10,13,15,4,7,41,280,438,307,445,17,-37,-24,-32768,100,0,0,0
8516,22,10,13,15,4,7,57,273,468,307,445,21,-42,-29,0,0,0,0,100
8517,22,10,13,15,4,7,77,280,495,307,445,12,-50,-27,10,0,0,0,100
8518,22,10,13,15,4,7,97,280,495,307,448,6,-13,-7,-8,0,0,0,100
8519,22,10,13,15,4,8,17,273,495,307,445,3,-14,2,0,0,0,0,100
8520,22,10,13,15,4,8,37,280,492,310,448,43,-5,0,-22,0,0,0,100
8521,22,10,13,15,4,8,61,276,478,307,445,40,1,12,-24,0,0,0,100
8522,22,10,13,15,4,8,77,280,465,307,445,76,5,4,-43,0,0,0,100
8523,22,10,13,15,4,8,97,280,438,307,445,13,5,22,-32768,100,0,0,0
8524,22,10,13,15,4,9,17,280,441,303,452,8,1,17,-32768,100,0,0,0
8525,22,10,13,15,4,9,37,280,455,303,452,-12,-2,11,12,0,0,0,100
8526,22,10,13,15,4,9,57,280,478,307,452,25,-10,-15,-17,0,0,0,100
8527,22,10,13,15,4,9,80,280,441,307,445,-6,-18,-19,-32768,100,0,0,0
8528,22,10,13,15,4,9,97,276,462,307,448,-22,-27,-21,15,0,0,0,100
8529,22,10,13,15,4,10,17,276,502,307,448,-4,-33,-23,9,0,0,0,100
8530,22,10,13,15,4,10,37,276,492,307,441,0,-36,-16,16,0,0,0,100
8531,22,10,13,15,4,10,57,273,478,307,441,48,-23,-12,-19,0,0,0,100
8532,22,10,13,15,4,10,77,276,472,307,441,149,-12,-28,-88,0,0,0,100
8533,22,10,13,15,4,11,0,276,492,307,441,31,-6,10,-1,0,0,0,100
8534,22,10,13,15,4,11,17,273,492,307,441,21,-1,14,1,0,0,0,100
8535,22,10,13,15,4,11,37,273,492,303,441,16,0,13,5,0,0,0,100
8536,22,10,13,15,4,11,57,273,492,307,445,19,-7,7,4,0,0,0,100
8537,22,10,13,15,4,11,77,273,468,303,445,-20,-17,6,31,0,0,0,100
8538,22,10,13,15,4,11,97,273,502,303,445,23,-27,-10,3,0,0,0,100
8539,22,10,13,15,4,12,20,273,502,303,445,-9,-25,-7,22,0,0,0,100
8540,22,10,13,15,4,12,37,276,492,307,445,1,-20,-14,7,0,0,0,100
8541,22,10,13,15,4,12,56,276,492,307,441,2,0,-12,-8,0,0,0,100
8542,22,10,13,15,4,12,76,276,472,307,448,-3,-13,-3,7,0,0,0,100
8543,22,10,13,15,4,12,96,276,472,307,448,6,-12,7,14,0,0,0,100
8544,22,10,13,15,4,13,16,276,472,307,445,12,7,14,-2,0,0,0,100
8545,22,10,13,15,4,13,40,276,468,303,441,35,11,10,-23,0,0,0,100
8546,22,10,13,15,4,13,56,276,455,303,438,-12,27,22,-32768,100,0,0,0
8547,22,10,13,15,4,13,76,276,455,303,441,-10,20,15,-32768,100,0,0,0
8548,22,10,13,15,4,13,96,276,455,303,441,-12,15,8,-32768,100,0,0,0
8549,22,10,13,15,4,14,16,276,462,303,441,-15,12,0,-32768,100,0,0,0
8550,22,10,13,15,4,14,36,276,468,303,441,-9,4,-4,-32768,100,0,0,0
8551,22,10,13,15,4,14,59,276,462,307,441,-8,-2,-7,-32768,100,0,0,0
8552,22,10,13,15,4,14,76,276,462,307,441,0,-2,-3,-32768,100,0,0,0
8553,22,10,13,15,4,14,96,276,462,303,441,0,-2,5,-32768,100,0,0,0
8554,22,10,13,15,4,15,16,276,462,303,441,0,2,10,-32768,100,0,0,0
8555,22,10,13,15,4,15,36,276,478,307,441,179,1,-42,-122,0,0,0,100
8556,22,10,13,15,4,15,56,276,478,307,441,176,5,-42,-118,0,0,0,100
8557,22,10,13,15,4,15,79,276,492,307,441,-8,10,11,6,0,0,0,100
8558,22,10,13,15,4,15,96,276,438,307,441,0,8,9,-32768,100,0,0,0
8559,22,10,13,15,4,16,16,276,438,307,441,3,7,3,-32768,100,0,0,0
8560,22,10,13,15,4,16,36,276,438,307,441,15,-6,-10,-32768,100,0,0,0
8561,22,10,13,15,4,16,56,276,438,303,441,10,-5,-9,-32768,100,0,0,0
8562,22,10,13,15,4,16,76,276,438,303,431,-20,25,13,-32768,100,0,0,0
8563,22,10,13,15,4,16,99,273,438,307,431,-17,20,18,-32768,100,0,0,0
8564,22,10,13,15,4,17,15,273,438,307,441,11,0,7,-32768,100,0,0,0
8565,22,10,13,15,4,17,35,276,435,303,438,-3,9,8,-32768,100,0,0,0
8566,22,10,13,15,4,17,55,276,438,303,441,0,-1,-5,-32768,100,0,0,0
8567,22,10,13,15,4,17,75,276,435,303,441,-2,3,-8,-32768,100,0,0,0
8568,22,10,13,15,4,17,95,276,438,307,441,-18,13,-4,-32768,100,0,0,0
8569,22,10,13,15,4,18,19,276,438,307,441,-33,26,6,-32768,100,0,0,0
8570,22,10,13,15,4,18,35,276,512,307,441,-38,33,12,-32768,100,0,0,0
8571,22,10,13,15,4,18,55,276,502,307,441,-3,31,3,-21,0,0,0,100
8572,22,10,13,15,4,18,75,276,502,303,445,9,15,-1,-9,0,0,0,100
8573,22,10,13,15,4,18,95,276,502,303,431,10,-33,-4,24,0,0,0,100
8574,22,10,13,15,4,19,15,276,502,307,441,-2,33,24,-10,0,0,0,100
8575,22,10,13,15,4,19,38,276,438,307,441,-5,25,24,-32768,100,0,0,0
8576,22,10,13,15,4,19,55,276,435,300,441,2,19,20,-32768,100,0,0,0
8577,22,10,13,15,4,19,75,273,438,300,441,2,18,15,-32768,100,0,0,0
8578,22,10,13,15,4,19,95,276,438,300,441,3,8,8,-32768,100,0,0,0
8579,22,10,13,15,4,20,15,273,438,300,441,-3,7,2,-32768,100,0,0,0
8580,22,10,13,15,4,20,35,273,438,300,441,-9,0,-6,-32768,100,0,0,0
8581,22,10,13,15,4,20,58,273,438,300,441,-1,-3,-10,-32768,100,0,0,0
8582,22,10,13,15,4,20,75,273,438,303,441,-2,-8,-9,-32768,100,0,0,0
8583,22,10,13,15,4,20,95,273,438,303,441,2,-4,-4,-32768,100,0,0,0
8584,22,10,13,15,4,21,15,276,438,303,441,-4,0,2,-32768,100,0,0,0
8585,22,10,13,15,4,21,35,276,438,303,441,0,1,4,-32768,100,0,0,0
8586,22,10,13,15,4,21,54,276,438,303,441,-2,8,4,-32768,100,0,0,0
8587,22,10,13,15,4,21,78,276,438,303,441,-2,9,4,-32768,100,0,0,0
8588,22,10,13,15,4,21,94,276,438,303,441,-8,9,3,-32768,100,0,0,0
8589,22,10,13,15,4,22,14,276,438,303,441,-5,3,0,-32768,100,0,0,0
8590,22,10,13,15,4,22,34,276,438,303,441,-6,-2,3,-32768,100,0,0,0
8591,22,10,13,15,4,22,54,276,438,303,441,-1,-6,2,-32768,100,0,0,0
8592,22,10,13,15,4,22,74,276,438,303,445,-15,-3,1,-32768,100,0,0,0
8593,22,10,13,15,4,22,98,276,445,303,445,-11,-9,-16,-32768,100,0,0,0
8594,22,10,13,15,4,23,14,276,468,303,445,-29,-25,-29,8,0,0,0,100
8595,22,10,13,15,4,23,34,276,472,307,445,-43,-23,-33,19,0,0,0,100
8596,22,10,13,15,4,23,54,276,475,307,445,-34,-7,-24,-32768,100,0,0,0
8597,22,10,13,15,4,23,74,276,475,310,445,-15,-6,-19,-32768,100,0,0,0
8598,22,10,13,15,4,23,94,276,499,310,445,28,-19,-22,-13,0,0,0,100
8599,22,10,13,15,4,24,17,276,495,310,445,51,-15,-17,-23,0,0,0,100
8600,22,10,13,15,4,24,34,276,505,310,445,-14,-7,10,27,0,0,0,100
8601,22,10,13,15,4,24,54,276,505,310,445,5,1,16,13,0,0,0,100
8602,22,10,13,15,4,24,74,280,492,307,445,7,22,20,-1,0,0,0,100
8603,22,10,13,15,4,24,94,280,472,307,445,4,18,19,-32768,100,0,0,0
8604,22,10,13,15,4,25,14,276,495,307,445,-8,13,16,6,0,0,0,100
8605,22,10,13,15,4,25,37,273,495,307,448,16,5,1,-11,0,0,0,100
8606,22,10,13,15,4,25,54,273,495,307,448,-14,3,0,7,0,0,0,100
8607,22,10,13,15,4,25,74,270,495,310,448,-38,1,-3,24,0,0,0,100
8608,22,10,13,15,4,25,94,276,495,310,448,-52,0,-1,30,0,0,0,100
8609,22,10,13,15,4,26,14,276,492,310,448,-37,0,-3,17,0,0,0,100
8610,22,10,13,15,4,26,34,270,492,310,448,-9,-3,0,6,0,0,0,100
8611,22,10,13,15,4,26,57,280,492,310,448,8,2,3,-4,0,0,0,100
8612,22,10,13,15,4,26,73,273,495,310,448,-41,3,23,36,0,0,0,100
8613,22,10,13,15,4,26,94,280,499,310,448,-74,8,33,55,0,0,0,100
8614,22,10,13,15,4,27,13,280,505,310,448,-19,18,19,10,0,0,0,100
8615,22,10,13,15,4,27,33,273,505,310,445,-29,17,19,18,0,0,0,100
8616,22,10,13,15,4,27,53,273,505,310,448,-31,13,14,19,0,0,0,100
8617,22,10,13,15,4,27,77,273,492,310,448,12,9,-2,-12,0,0,0,100
8618,22,10,13,15,4,27,93,273,505,310,452,-31,-5,2,25,0,0,0,100
8619,22,10,13,15,4,28,13,270,512,310,452,-133,-10,29,102,0,0,0,100
8620,22,10,13,15,4,28,33,273,512,310,452,-142,-4,30,101,0,0,0,100
8621,22,10,13,15,4,28,53,273,512,310,452,-127,0,27,88,0,0,0,100
8622,22,10,13,15,4,28,73,273,512,310,452,-84,0,23,55,0,0,0,100
8623,22,10,13,15,4,28,96,273,512,310,452,-83,5,30,57,0,0,0,100
8624,22,10,13,15,4,29,13,273,512,310,452,-106,11,46,79,0,0,0,100
8625,22,10,13,15,4,29,33,273,492,310,452,83,17,-3,-57,0,0,0,100
8626,22,10,13,15,4,29,53,273,495,310,445,32,6,6,-14,0,0,0,100
8627,22,10,13,15,4,29,73,273,495,310,445,19,2,2,-9,0,0,0,100
8628,22,10,13,15,4,29,93,273,495,310,445,5,0,0,0,0,0,0,100
8629,22,10,13,15,4,30,16,273,495,310,445,12,-10,-10,-5,0,0,0,100
8630,22,10,13,15,4,30,33,273,478,310,445,23,-18,-19,-10,0,0,0,100
8631,22,10,13,15,4,30,53,273,495,310,445,36,-28,-25,-19,0,0,0,100
8632,22,10,13,15,4,30,73,273,502,310,452,33,-18,-19,-21,0,0,0,100
8633,22,10,13,15,4,30,93,273,499,310,452,25,-13,-13,-16,0,0,0,100
8634,22,10,13,15,4,31,13,273,502,310,452,29,-2,-7,-23,0,0,0,100
8635,22,10,13,15,4,31,36,273,499,310,452,24,-1,0,-16,0,0,0,100
8636,22,10,13,15,4,31,53,273,502,310,452,42,0,-1,-28,0,0,0,100
8637,22,10,13,15,4,31,72,273,495,310,452,49,3,-3,-31,0,0,0,100
8638,22,10,13,15,4,31,92,273,495,310,448,61,0,-10,-41,0,0,0,100
8639,22,10,13,15,4,32,12,273,495,310,445,75,-2,-15,-49,0,0,0,100
8640,22,10,13,15,4,32,32,273,495,310,445,114,-9,-26,-73,0,0,0,100
8641,22,10,13,15,4,32,56,273,492,310,445,89,-11,-15,-54,0,0,0,100
8642,22,10,13,15,4,32,72,273,482,310,445,67,-15,-8,-31,0,0,0,100
8643,22,10,13,15,4,32,92,273,478,310,445,161,-20,-37,-95,0,0,0,100
8644,22,10,13,15,4,33,12,273,478,310,445,160,-24,-43,-97,0,0,0,100
8645,22,10,13,15,4,33,32,273,472,307,445,132,-28,-40,-78,0,0,0,100
8646,22,10,13,15,4,33,52,273,478,307,445,156,-29,-51,-101,0,0,0,100
8647,22,10,13,15,4,33,75,273,482,307,445,71,-24,-29,-43,0,0,0,100
8648,22,10,13,15,4,33,92,273,495,307,445,-11,-24,-3,17,0,0,0,100
8649,22,10,13,15,4,34,12,273,495,307,445,6,-17,-6,5,0,0,0,100
8650,22,10,13,15,4,34,32,280,495,307,445,23,-22,-6,-2,0,0,0,100
8651,22,10,13,15,4,34,52,280,465,307,445,34,-34,-8,-32768,100,0,0,0
8652,22,10,13,15,4,34,72,280,458,307,445,27,-47,-7,13,0,0,0,100
8653,22,10,13,15,4,34,95,280,458,307,445,27,-30,-2,-3,0,0,0,100
8654,22,10,13,15,4,35,12,276,452,307,445,-91,-17,31,74,0,0,0,100
8655,22,10,13,15,4,35,32,276,458,307,445,34,-20,-10,-19,0,0,0,100
8656,22,10,13,15,4,35,52,276,472,307,445,91,-23,-32,-58,0,0,0,100
8657,22,10,13,15,4,35,72,276,492,307,445,23,-27,-12,-10,0,0,0,100
8658,22,10,13,15,4,35,92,273,489,310,441,19,-36,-18,3,0,0,0,100
8659,22,10,13,15,4,36,15,273,472,307,441,63,-25,-24,-32,0,0,0,100
8660,22,10,13,15,4,36,31,273,472,307,441,73,-22,-18,-35,0,0,0,100
8661,22,10,13,15,4,36,51,273,462,307,435,72,-7,5,-37,0,0,0,100
8662,22,10,13,15,4,36,71,276,458,307,441,-58,-5,53,66,0,0,0,100
8663,22,10,13,15,4,36,91,276,458,303,438,17,19,46,-32768,100,0,0,0
8664,22,10,13,15,4,37,11,273,455,300,441,31,9,40,-32768,100,0,0,0
8665,22,10,13,15,4,37,35,276,435,300,441,16,5,28,-32768,100,0,0,0
8666,22,10,13,15,4,37,51,273,435,300,441,15,1,9,-32768,100,0,0,0
8667,22,10,13,15,4,37,71,273,441,300,441,11,-18,-6,-32768,100,0,0,0
8668,22,10,13,15,4,37,91,273,465,300,438,-20,-14,-1,9,0,0,0,100
8669,22,10,13,15,4,38,11,270,441,300,441,-19,-15,-9,-32768,100,0,0,0
8670,22,10,13,15,4,38,31,273,445,300,431,-39,1,-8,-32768,100,0,0,0
8671,22,10,13,15,4,38,54,273,448,303,441,-15,-15,-23,-32768,100,0,0,0
8672,22,10,13,15,4,38,71,270,475,300,431,84,8,-31,-86,0,0,0,100
8673,22,10,13,15,4,38,91,273,441,300,431,-15,6,9,-32768,100,0,0,0
8674,22,10,13,15,4,39,11,276,441,300,431,-22,23,25,-32768,100,0,0,0
8675,22,10,13,15,4,39,31,270,441,300,431,-18,19,25,-32768,100,0,0,0
8676,22,10,13,15,4,39,51,270,441,300,431,-13,20,21,-32768,100,0,0,0
8677,22,10,13,15,4,39,74,276,448,303,431,-10,24,19,-32768,100,0,0,0
8678,22,10,13,15,4,39,91,273,441,303,431,-18,27,22,-32768,100,0,0,0
8679,22,10,13,15,4,40,11,276,441,300,431,-27,32,18,-32768,100,0,0,0
8680,22,10,13,15,4,40,31,273,441,300,431,-37,29,11,-32768,100,0,0,0
8681,22,10,13,15,4,40,50,273,475,300,431,-66,19,11,30,0,0,0,100
8682,22,10,13,15,4,40,70,276,475,303,441,51,-10,-31,-40,0,0,0,100
8683,22,10,13,15,4,40,94,276,441,303,431,-19,4,-3,-32768,100,0,0,0
8684,22,10,13,15,4,41,10,276,441,300,441,0,-11,-2,-32768,100,0,0,0
8685,22,10,13,15,4,41,30,276,441,303,431,-20,15,11,-32768,100,0,0,0
8686,22,10,13,15,4,41,50,276,435,303,438,-6,1,3,-32768,100,0,0,0
8687,22,10,13,15,4,41,70,270,441,300,441,13,0,11,-32768,100,0,0,0
8688,22,10,13,15,4,41,90,276,475,303,431,53,33,13,-43,0,0,0,100
8689,22,10,13,15,4,42,14,273,441,300,441,6,22,27,-32768,100,0,0,0
8690,22,10,13,15,4,42,30,273,438,300,438,-1,26,32,-32768,100,0,0,0
8691,22,10,13,15,4,42,50,276,441,300,445,-4,23,16,-32768,100,0,0,0
8692,22,10,13,15,4,42,70,273,435,300,445,55,14,-20,-45,0,0,0,100
8693,22,10,13,15,4,42,90,273,435,297,445,-14,10,-14,-11,0,0,0,100
8694,22,10,13,15,4,43,10,276,435,300,438,-33,8,-14,-32768,100,0,0,0
8695,22,10,13,15,4,43,33,276,435,303,441,-40,16,-9,-32768,100,0,0,0
8696,22,10,13,15,4,43,50,276,458,300,441,-81,21,10,30,0,0,0,100
8697,22,10,13,15,4,43,70,273,472,303,438,-41,8,5,23,0,0,0,100
8698,22,10,13,15,4,43,90,273,472,300,441,-36,5,15,27,0,0,0,100
8699,22,10,13,15,4,44,10,276,455,303,441,23,18,13,-14,0,0,0,100
8700,22,10,13,15,4,44,30,276,435,300,438,9,17,22,-32768,100,0,0,0
8701,22,10,13,15,4,44,53,276,435,300,441,6,14,18,-32768,100,0,0,0
8702,22,10,13,15,4,44,70,276,435,300,441,10,7,4,-32768,100,0,0,0
8703,22,10,13,15,4,44,90,276,435,300,441,5,3,-9,-32768,100,0,0,0
8704,22,10,13,15,4,45,10,280,435,300,441,-19,17,-5,-32768,100,0,0,0
8705,22,10,13,15,4,45,29,276,435,303,441,-18,14,-10,-32768,100,0,0,0
8706,22,10,13,15,4,45,49,276,438,303,441,-6,-1,-16,-32768,100,0,0,0
8707,22,10,13,15,4,45,73,276,441,303,441,2,-3,-9,-32768,100,0,0,0
8708,22,10,13,15,4,45,89,276,455,303,441,19,-4,-3,-7,0,0,0,100
8709,22,10,13,15,4,46,9,276,468,303,445,28,11,4,-15,0,0,0,100
8710,22,10,13,15,4,46,29,280,462,300,445,31,12,5,-17,0,0,0,100
8711,22,10,13,15,4,46,49,276,445,303,445,197,11,-42,-132,0,0,0,100
8712,22,10,13,15,4,46,69,276,438,303,445,9,6,6,-32768,100,0,0,0
8713,22,10,13,15,4,46,93,276,438,300,445,5,7,6,-32768,100,0,0,0
8714,22,10,13,15,4,47,9,280,438,303,445,128,10,-30,-91,0,0,0,100
8715,22,10,13,15,4,47,29,276,438,303,448,118,9,-30,-87,0,0,0,100
8716,22,10,13,15,4,47,49,276,438,303,448,111,8,-31,-86,0,0,0,100
8717,22,10,13,15,4,47,69,276,438,303,448,99,15,-27,-84,0,0,0,100
8718,22,10,13,15,4,47,89,276,438,303,445,-26,22,7,-32768,100,0,0,0
8719,22,10,13,15,4,48,12,276,438,303,445,-14,9,-1,-32768,100,0,0,0
8720,22,10,13,15,4,48,29,276,438,303,445,-8,2,-6,-32768,100,0,0,0
8721,22,10,13,15,4,48,49,276,438,303,445,0,-15,-18,-32768,100,0,0,0
8722,22,10,13,15,4,48,69,276,438,307,445,-1,-11,-16,-32768,100,0,0,0
8723,22,10,13,15,4,48,89,276,438,307,445,3,-4,-10,-32768,100,0,0,0
8724,22,10,13,15,4,49,9,273,438,307,445,7,0,-2,-32768,100,0,0,0
8725,22,10,13,15,4,49,32,273,438,303,445,13,4,3,-32768,100,0,0,0
8726,22,10,13,15,4,49,49,273,438,307,445,20,2,7,-32768,100,0,0,0
8727,22,10,13,15,4,49,69,276,438,303,445,15,10,14,-32768,100,0,0,0
8728,22,10,13,15,4,49,89,276,438,303,445,6,18,20,-32768,100,0,0,0
8729,22,10,13,15,4,50,9,280,438,303,448,-7,23,17,-32768,100,0,0,0
8730,22,10,13,15,4,50,28,280,438,303,445,-13,22,8,-32768,100,0,0,0
8731,22,10,13,15,4,50,52,276,438,303,445,-9,19,4,-32768,100,0,0,0
8732,22,10,13,15,4,50,68,280,438,303,445,-9,13,3,-32768,100,0,0,0
8733,22,10,13,15,4,50,88,280,452,303,445,-2,6,1,-32768,100,0,0,0
8734,22,10,13,15,4,51,8,280,452,303,441,-17,23,7,-32768,100,0,0,0
8735,22,10,13,15,4,51,28,280,458,303,445,-72,10,16,44,0,0,0,100
8736,22,10,13,15,4,51,48,280,499,303,445,-7,7,-4,0,0,0,0,100
8737,22,10,13,15,4,51,71,280,499,303,445,-20,0,-3,12,0,0,0,100
8738,22,10,13,15,4,51,88,280,502,303,445,-128,-5,24,90,0,0,0,100
8739,22,10,13,15,4,52,8,273,505,303,445,8,-11,-12,-32768,100,0,0,0
8740,22,10,13,15,4,52,28,273,505,303,445,-3,6,-3,-32768,100,0,0,0
8741,22,10,13,15,4,52,48,273,505,307,445,-114,21,39,73,0,0,0,100
8742,22,10,13,15,4,52,68,276,502,307,441,-44,8,18,31,0,0,0,100
8743,22,10,13,15,4,52,91,276,502,307,445,-35,6,13,25,0,0,0,100
8744,22,10,13,15,4,53,8,276,502,307,445,-41,2,13,30,0,0,0,100
8745,22,10,13,15,4,53,28,276,502,303,445,-42,3,12,29,0,0,0,100
8746,22,10,13,15,4,53,48,273,505,307,445,-73,-5,8,52,0,0,0,100
8747,22,10,13,15,4,53,68,280,505,307,452,-14,1,-10,-32768,100,0,0,0
8748,22,10,13,15,4,53,88,273,435,310,452,4,-2,-9,-32768,100,0,0,0
8749,22,10,13,15,4,54,11,273,435,307,452,19,-4,0,-32768,100,0,0,0
8750,22,10,13,15,4,54,28,273,435,307,452,45,-7,18,-32768,100,0,0,0
8751,22,10,13,15,4,54,48,280,499,303,445,16,15,43,11,0,0,0,100
8752,22,10,13,15,4,54,68,273,445,303,441,17,32,46,-32768,100,0,0,0
8753,22,10,13,15,4,54,88,273,475,303,445,22,31,26,-7,0,0,0,100
8754,22,10,13,15,4,55,8,280,468,303,445,-29,34,25,12,0,0,0,100
8755,22,10,13,15,4,55,31,280,452,303,441,171,19,-53,-138,0,0,0,100
8756,22,10,13,15,4,55,47,276,435,303,441,-15,1,-20,-32768,100,0,0,0
8757,22,10,13,15,4,55,67,276,502,303,441,-64,-22,-17,44,0,0,0,100
8758,22,10,13,15,4,55,87,276,505,303,441,11,-29,-31,-32768,100,0,0,0
8759,22,10,13,15,4,56,7,276,505,307,441,10,-26,-19,-32768,100,0,0,0
8760,22,10,13,15,4,56,27,276,505,307,441,-190,-17,48,144,0,0,0,100
8761,22,10,13,15,4,56,51,273,505,307,441,-163,-10,54,129,0,0,0,100
8762,22,10,13,15,4,56,67,280,502,307,441,-31,-6,26,41,0,0,0,100
8763,22,10,13,15,4,56,87,280,445,307,441,24,4,20,-32768,100,0,0,0
8764,22,10,13,15,4,57,7,280,448,303,448,10,20,27,-32768,100,0,0,0
8765,22,10,13,15,4,57,27,280,465,303,445,-37,14,33,34,0,0,0,100
8766,22,10,13,15,4,57,47,280,435,303,448,13,2,8,-32768,100,0,0,0
8767,22,10,13,15,4,57,70,276,435,303,445,9,-8,-3,-32768,100,0,0,0
8768,22,10,13,15,4,57,87,276,435,300,445,9,-20,-14,-32768,100,0,0,0
8769,22,10,13,15,4,58,7,276,472,303,445,-67,-21,0,54,0,0,0,100
8770,22,10,13,15,4,58,27,276,448,307,445,19,-23,-22,-9,0,0,0,100
8771,22,10,13,15,4,58,47,273,445,307,445,6,-22,-16,-32768,100,0,0,0
8772,22,10,13,15,4,58,67,280,478,303,441,22,-6,-11,-12,0,0,0,100
